altitudeMeridian,altitude_09,altitude_12,altitude_15,altitude_18,azimuth_09,azimuth_12,azimuth_15,azimuth_18,date
76.53,44.23,76.04,53.08,16.44,92.42,158.5,260.0,285.35,20170601
77.01,44.24,76.1,53.14,16.5,92.31,158.31,260.1,285.41,20170602
77.08,44.26,76.17,53.2,16.56,92.2,158.12,260.19,285.46,20170603
77.16,44.27,76.23,53.25,17.02,92.1,157.52,260.27,285.51,20170604
77.22,44.28,76.28,53.31,17.07,92.0,157.33,260.35,285.56,20170605
77.29,44.29,76.34,53.36,17.13,91.5,157.14,260.43,286.0,20170606
77.35,44.3,76.38,53.41,17.18,91.41,156.55,260.49,286.04,20170607
77.4,44.3,76.43,53.46,17.23,91.33,156.36,260.55,286.07,20170608
77.45,44.3,76.46,53.51,17.28,91.25,156.17,261.01,286.1,20170609
77.5,44.3,76.5,53.55,17.33,91.17,155.58,261.05,286.13,20170610
77.54,44.29,76.53,54.0,17.37,91.1,155.4,261.09,286.15,20170611
77.58,44.29,76.55,54.04,17.42,91.03,155.22,261.13,286.17,20170612
78.02,44.28,76.58,54.08,17.46,90.57,155.05,261.16,286.18,20170613
78.05,44.27,76.59,54.12,17.5,90.51,154.48,261.18,286.2,20170614
78.08,44.25,77.01,54.16,17.54,90.45,154.31,261.2,286.2,20170615
78.1,44.24,77.02,54.2,17.57,90.41,154.15,261.21,286.21,20170616
78.12,44.22,77.02,54.23,18.01,90.36,154.0,261.21,286.21,20170617
78.13,44.2,77.03,54.26,18.04,90.33,153.45,261.21,286.2,20170618
78.14,44.18,77.02,54.3,18.07,90.29,153.31,261.2,286.19,20170619
78.15,44.16,77.02,54.33,18.1,90.27,153.17,261.18,286.18,20170620
78.15,44.13,77.01,54.35,18.13,90.24,153.04,261.16,286.17,20170621
78.15,44.1,76.59,54.38,18.15,90.23,152.52,261.13,286.15,20170622
78.14,44.07,76.58,54.4,18.17,90.21,152.41,261.1,286.13,20170623
78.13,44.04,76.56,54.42,18.19,90.21,152.31,261.06,286.1,20170624
78.12,44.01,76.53,54.44,18.21,90.2,152.22,261.01,286.07,20170625
78.1,43.58,76.5,54.46,18.22,90.21,152.13,260.56,286.04,20170626
78.08,43.54,76.47,54.47,18.24,90.22,152.06,260.5,286.0,20170627
78.05,43.5,76.43,54.49,18.25,90.23,151.59,260.43,285.56,20170628
78.02,43.46,76.39,54.49,18.25,90.25,151.54,260.36,285.52,20170629
77.59,43.42,76.35,54.5,18.26,90.27,151.49,260.29,285.47,20170630
77.55,43.38,76.3,54.51,18.26,90.3,151.46,260.2,285.42,20170701
77.5,43.34,76.25,54.51,18.26,90.34,151.43,260.12,285.36,20170702
77.46,43.3,76.2,54.51,18.26,90.38,151.42,260.02,285.31,20170703
77.41,43.25,76.14,54.51,18.25,90.42,151.41,259.52,285.25,20170704
77.35,43.2,76.08,54.5,18.24,90.48,151.42,259.42,285.18,20170705
77.29,43.16,76.02,54.49,18.23,90.53,151.43,259.31,285.12,20170706
77.23,43.11,75.55,54.48,18.22,90.59,151.46,259.2,285.05,20170707
77.16,43.06,75.49,54.46,18.2,91.06,151.49,259.08,284.58,20170708
77.09,43.01,75.41,54.45,18.18,91.13,151.53,258.55,284.5,20170709
77.02,42.55,75.34,54.43,18.16,91.21,151.58,258.42,284.42,20170710
76.54,42.5,75.26,54.4,18.14,91.29,152.04,258.29,284.34,20170711
76.46,42.45,75.18,54.38,18.11,91.37,152.11,258.15,284.26,20170712
76.37,42.39,75.09,54.35,18.08,91.47,152.19,258.01,284.17,20170713
76.28,42.33,75.0,54.32,18.04,91.56,152.28,257.46,284.08,20170714
76.19,42.28,74.51,54.28,18.01,92.06,152.37,257.31,283.59,20170715
76.09,42.22,74.42,54.24,17.57,92.17,152.47,257.16,283.49,20170716
75.59,42.16,74.32,54.2,17.52,92.28,152.58,257.0,283.4,20170717
75.49,42.1,74.22,54.15,17.48,92.39,153.1,256.43,283.3,20170718
75.38,42.04,74.12,54.11,17.43,92.51,153.22,256.27,283.19,20170719
75.27,41.58,74.01,54.05,17.38,93.04,153.35,256.1,283.09,20170720
75.15,41.51,73.5,54.0,17.32,93.16,153.48,255.53,282.58,20170721
75.04,41.45,73.39,53.54,17.26,93.3,154.02,255.35,282.47,20170722
74.52,41.39,73.28,53.48,17.2,93.44,154.17,255.17,282.36,20170723
74.39,41.32,73.16,53.41,17.14,93.58,154.32,254.59,282.25,20170724
74.26,41.26,73.04,53.35,17.07,94.12,154.48,254.41,282.13,20170725
74.13,41.19,72.52,53.27,17.0,94.27,155.04,254.22,282.02,20170726
74.0,41.12,72.39,53.2,16.53,94.43,155.21,254.04,281.5,20170727
73.46,41.05,72.27,53.12,16.45,94.59,155.38,253.45,281.38,20170728
73.32,40.59,72.14,53.04,16.38,95.15,155.55,253.25,281.25,20170729
73.17,40.52,72.0,52.55,16.29,95.31,156.13,253.06,281.13,20170730
73.03,40.45,71.47,52.46,16.21,95.48,156.32,252.47,281.0,20170731
72.48,40.38,71.33,52.37,16.12,96.06,156.5,252.27,280.47,20170801
72.33,40.3,71.19,52.27,16.03,96.24,157.09,252.08,280.35,20170802
72.17,40.23,71.05,52.18,15.54,96.42,157.28,251.48,280.21,20170803
72.01,40.16,70.5,52.07,15.44,97.0,157.48,251.28,280.08,20170804
71.45,40.09,70.35,51.57,15.34,97.19,158.08,251.08,279.55,20170805
71.29,40.01,70.2,51.46,15.24,97.38,158.27,250.48,279.41,20170806
71.12,39.54,70.05,51.34,15.13,97.58,158.48,250.28,279.28,20170807
70.55,39.46,69.49,51.23,15.02,98.18,159.08,250.08,279.14,20170808
70.38,39.39,69.34,51.11,14.51,98.38,159.28,249.48,279.0,20170809
70.2,39.31,69.17,50.58,14.4,98.58,159.49,249.28,278.46,20170810
70.03,39.23,69.01,50.46,14.28,99.19,160.09,249.08,278.32,20170811
69.45,39.15,68.45,50.33,14.17,99.4,160.3,248.48,278.18,20170812
69.27,39.07,68.28,50.2,14.04,100.01,160.5,248.28,278.04,20170813
69.08,38.59,68.11,50.06,13.52,100.23,161.11,248.08,277.49,20170814
68.5,38.51,67.54,49.52,13.39,100.45,161.32,247.48,277.35,20170815
68.31,38.43,67.36,49.38,13.26,101.07,161.52,247.28,277.2,20170816
68.12,38.35,67.19,49.24,13.13,101.29,162.13,247.08,277.06,20170817
67.52,38.26,67.01,49.09,13.0,101.51,162.33,246.48,276.51,20170818
67.33,38.18,66.43,48.54,12.46,102.14,162.54,246.29,276.36,20170819
67.13,38.09,66.25,48.39,12.33,102.37,163.14,246.09,276.21,20170820
66.53,38.01,66.06,48.23,12.18,103.0,163.34,245.5,276.07,20170821
66.33,37.52,65.47,48.07,12.04,103.24,163.55,245.3,275.52,20170822
66.13,37.43,65.29,47.51,11.5,103.47,164.15,245.11,275.36,20170823
65.52,37.34,65.1,47.35,11.35,104.11,164.35,244.52,275.21,20170824
65.32,37.25,64.5,47.18,11.2,104.35,164.55,244.33,275.06,20170825
65.11,37.16,64.31,47.01,11.05,104.59,165.15,244.14,274.51,20170826
64.5,37.07,64.11,46.44,10.5,105.23,165.34,243.55,274.36,20170827
64.29,36.58,63.51,46.27,10.34,105.48,165.54,243.36,274.2,20170828
64.08,36.49,63.32,46.09,10.19,106.12,166.13,243.18,274.05,20170829
63.46,36.39,63.11,45.52,10.03,106.37,166.32,242.59,273.5,20170830
63.25,36.3,62.51,45.34,9.47,107.01,166.51,242.41,273.34,20170831
63.03,36.2,62.31,45.15,9.31,107.26,167.1,242.23,273.19,20170901
62.41,36.1,62.1,44.57,9.14,107.51,167.29,242.05,273.03,20170902
62.19,36.0,61.49,44.38,8.58,108.16,167.47,241.47,272.48,20170903
61.57,35.51,61.28,44.2,8.41,108.41,168.05,241.29,272.32,20170904
61.35,35.4,61.07,44.01,8.24,109.06,168.23,241.12,272.16,20170905
61.13,35.3,60.46,43.41,8.08,109.31,168.41,240.54,272.01,20170906
60.5,35.2,60.25,43.22,7.51,109.57,168.58,240.37,271.45,20170907
60.28,35.1,60.03,43.03,7.34,110.22,169.16,240.2,271.29,20170908
60.05,34.59,59.42,42.43,7.16,110.47,169.33,240.03,271.14,20170909
59.43,34.49,59.2,42.24,6.59,111.12,169.49,239.46,270.58,20170910
59.2,34.38,58.58,42.04,6.42,111.38,170.06,239.29,270.42,20170911
58.57,34.27,58.37,41.44,6.24,112.03,170.22,239.13,270.26,20170912
58.34,34.16,58.15,41.24,6.07,112.28,170.38,238.56,270.1,20170913
58.11,34.05,57.52,41.04,5.49,112.53,170.54,238.4,269.55,20170914
57.48,33.54,57.3,40.43,5.32,113.19,171.09,238.24,269.39,20170915
57.25,33.43,57.08,40.23,5.14,113.44,171.24,238.07,269.23,20170916
57.02,33.31,56.46,40.03,4.5600000000000005,114.09,171.39,237.51,269.07,20170917
56.38,33.2,56.23,39.42,4.39,114.34,171.53,237.36,268.51,20170918
56.15,33.08,56.01,39.22,4.21,114.59,172.08,237.2,268.35,20170919
55.52,32.57,55.38,39.01,4.03,115.23,172.22,237.04,268.19,20170920
55.29,32.45,55.16,38.41,3.45,115.48,172.35,236.49,268.03,20170921
55.05,32.33,54.53,38.2,3.27,116.13,172.49,236.33,267.47,20170922
54.42,32.21,54.3,37.59,3.1,116.37,173.02,236.18,267.31,20170923
54.19,32.09,54.07,37.38,2.52,117.02,173.15,236.03,267.15,20170924
53.55,31.56,53.45,37.18,2.34,117.26,173.27,235.47,266.58,20170925
53.32,31.44,53.22,36.57,2.17,117.5,173.4,235.32,266.42,20170926
53.09,31.31,52.59,36.36,1.5899999999999999,118.14,173.51,235.17,266.26,20170927
52.45,31.19,52.36,36.16,1.4100000000000001,118.38,174.03,235.03,266.1,20170928
52.22,31.06,52.13,35.55,1.24,119.01,174.15,234.48,265.54,20170929
51.59,30.53,51.51,35.34,1.06,119.25,174.26,234.33,265.38,20170930
51.35,30.4,51.28,35.14,0.49,119.48,174.36,234.19,265.22,20171001
51.12,30.27,51.05,34.53,0.31,120.11,174.47,234.04,265.05,20171002
50.49,30.14,50.42,34.33,0.14,120.34,174.57,233.5,264.49,20171003
50.26,30.01,50.19,34.12,0.03,120.57,175.07,233.36,264.33,20171004
50.03,29.48,49.57,33.52,0.2,121.19,175.16,233.21,264.17,20171005
49.4,29.35,49.34,33.32,0.37,121.41,175.26,233.07,264.01,20171006
49.17,29.21,49.11,33.11,0.54,122.03,175.35,232.53,263.44,20171007
48.54,29.08,48.49,32.51,-0.9,122.25,175.43,232.39,263.28,20171008
48.31,28.54,48.26,32.31,-0.73,122.47,175.52,232.25,263.12,20171009
48.08,28.4,48.04,32.11,-0.5700000000000001,123.08,176.0,232.11,262.56,20171010
47.46,28.27,47.41,31.52,-2.0,123.29,176.08,231.57,262.39,20171011
47.23,28.13,47.19,31.32,-1.84,123.5,176.15,231.44,262.23,20171012
47.0,27.59,46.57,31.13,-1.69,124.1,176.22,231.3,262.07,20171013
46.38,27.45,46.35,30.53,-1.53,124.3,176.29,231.16,261.5,20171014
46.16,27.31,46.13,30.34,-2.97,124.5,176.35,231.02,261.34,20171015
45.54,27.17,45.51,30.15,-2.82,125.1,176.41,230.49,261.18,20171016
45.32,27.03,45.29,29.56,-2.67,125.29,176.47,230.35,261.02,20171017
45.1,26.49,45.07,29.38,-2.52,125.48,176.53,230.22,260.45,20171018
44.48,26.34,44.46,29.19,-3.97,126.07,176.58,230.08,260.29,20171019
44.27,26.2,44.24,29.01,-3.83,126.25,177.03,229.55,260.13,20171020
44.05,26.06,44.03,28.43,-3.69,126.43,177.08,229.41,259.57,20171021
43.44,25.51,43.42,28.25,-3.55,127.01,177.12,229.28,259.41,20171022
43.23,25.37,43.21,28.07,-3.41,127.18,177.16,229.15,259.25,20171023
43.02,25.23,43.0,27.5,-4.87,127.35,177.2,229.02,259.08,20171024
42.41,25.08,42.39,27.33,-4.74,127.52,177.24,228.48,258.52,20171025
42.21,24.54,42.19,27.16,-4.61,128.08,177.27,228.35,258.36,20171026
42.0,24.39,41.58,26.59,-4.48,128.24,177.3,228.22,258.2,20171027
41.4,24.25,41.38,26.42,-5.96,128.4,177.32,228.09,258.04,20171028
41.2,24.11,41.18,26.26,-5.84,128.55,177.35,227.56,257.49,20171029
41.0,23.56,40.59,26.1,-5.72,129.1,177.37,227.43,257.33,20171030
40.41,23.42,40.39,25.55,-5.6,129.24,177.39,227.3,257.17,20171031
40.22,23.27,40.2,25.39,-5.49,129.38,177.4,227.17,257.01,20171101
40.02,23.13,40.01,25.24,-6.98,129.52,177.41,227.04,256.46,20171102
39.44,22.59,39.42,25.09,-6.87,130.06,177.42,226.52,256.3,20171103
39.25,22.45,39.23,24.55,-6.77,130.19,177.43,226.39,256.15,20171104
39.07,22.3,39.05,24.4,-6.67,130.31,177.44,226.26,255.59,20171105
38.49,22.16,38.47,24.26,-6.57,130.44,177.44,226.14,255.44,20171106
38.31,22.02,38.29,24.13,-6.47,130.55,177.44,226.01,255.29,20171107
38.13,21.48,38.12,24.0,-7.98,131.07,177.43,225.49,255.14,20171108
37.56,21.34,37.54,23.47,-7.9,131.18,177.43,225.36,254.59,20171109
37.39,21.2,37.37,23.34,-7.81,131.29,177.42,225.24,254.44,20171110
37.22,21.07,37.21,23.22,-7.73,131.39,177.41,225.11,254.29,20171111
37.06,20.53,37.04,23.1,-7.65,131.49,177.39,224.59,254.15,20171112
36.5,20.39,36.48,22.58,-7.58,131.58,177.38,224.47,254.0,20171113
36.34,20.26,36.32,22.47,-7.51,132.07,177.36,224.35,253.46,20171114
36.19,20.13,36.17,22.36,-7.4399999999999995,132.16,177.34,224.23,253.32,20171115
36.04,19.59,36.02,22.26,-8.98,132.24,177.31,224.11,253.18,20171116
35.49,19.46,35.47,22.15,-8.92,132.32,177.28,223.59,253.04,20171117
35.34,19.33,35.32,22.06,-8.86,132.4,177.26,223.47,252.5,20171118
35.2,19.2,35.18,21.56,-8.81,132.47,177.22,223.35,252.37,20171119
35.07,19.08,35.04,21.47,-8.76,132.53,177.19,223.23,252.23,20171120
34.53,18.55,34.5,21.39,-8.71,132.59,177.16,223.12,252.1,20171121
34.4,18.43,34.37,21.3,-8.67,133.05,177.12,223.0,251.57,20171122
34.28,18.3,34.24,21.23,-8.63,133.11,177.08,222.49,251.44,20171123
34.15,18.18,34.12,21.15,-8.6,133.16,177.04,222.38,251.32,20171124
34.03,18.07,34.0,21.08,-8.57,133.2,176.59,222.27,251.19,20171125
33.52,17.55,33.48,21.01,-8.54,133.25,176.55,222.16,251.07,20171126
33.41,17.43,33.37,20.55,-8.52,133.28,176.5,222.05,250.56,20171127
33.3,17.32,33.26,20.49,-8.49,133.32,176.45,221.54,250.44,20171128
33.2,17.21,33.15,20.44,-8.48,133.35,176.4,221.43,250.33,20171129
33.1,17.1,33.05,20.38,-8.46,133.38,176.35,221.33,250.22,20171130
33.0,17.0,32.56,20.34,-8.45,133.4,176.29,221.23,250.11,20171201
32.51,16.49,32.46,20.29,-8.45,133.42,176.24,221.12,250.0,20171202
32.43,16.39,32.37,20.26,-8.44,133.43,176.18,221.02,249.5,20171203
32.34,16.29,32.29,20.22,-8.44,133.44,176.12,220.52,249.4,20171204
32.26,16.2,32.21,20.19,-8.45,133.45,176.06,220.43,249.3,20171205
32.19,16.1,32.13,20.16,-8.46,133.45,175.59,220.33,249.21,20171206
32.12,16.01,32.06,20.14,-8.47,133.45,175.53,220.24,249.12,20171207
32.06,15.52,31.59,20.12,-8.48,133.45,175.46,220.15,249.03,20171208
32.0,15.44,31.52,20.11,-8.5,133.44,175.4,220.06,248.54,20171209
31.54,15.35,31.46,20.1,-8.52,133.43,175.33,219.57,248.46,20171210
31.49,15.27,31.41,20.09,-8.54,133.41,175.26,219.48,248.38,20171211
31.44,15.2,31.36,20.09,-8.57,133.39,175.19,219.4,248.31,20171212
31.4,15.12,31.31,20.09,-8.6,133.37,175.12,219.32,248.24,20171213
31.36,15.05,31.27,20.1,-8.63,133.34,175.04,219.24,248.17,20171214
31.33,14.58,31.23,20.11,-8.67,133.31,174.57,219.16,248.11,20171215
31.3,14.52,31.2,20.13,-8.71,133.28,174.49,219.08,248.04,20171216
31.28,14.46,31.17,20.14,-8.75,133.24,174.42,219.01,247.59,20171217
31.26,14.4,31.14,20.17,-8.8,133.2,174.34,218.54,247.53,20171218
31.24,14.34,31.12,20.19,-8.85,133.16,174.26,218.47,247.48,20171219
31.23,14.29,31.11,20.22,-8.9,133.11,174.18,218.41,247.44,20171220
31.23,14.24,31.09,20.26,-8.95,133.06,174.1,218.34,247.39,20171221
31.23,14.19,31.09,20.3,-7.41,133.01,174.02,218.28,247.36,20171222
31.23,14.15,31.09,20.34,-7.47,132.55,173.54,218.22,247.32,20171223
31.24,14.11,31.09,20.38,-7.53,132.5,173.46,218.17,247.29,20171224
31.26,14.08,31.1,20.43,-7.6,132.43,173.38,218.12,247.26,20171225
31.28,14.05,31.11,20.49,-7.67,132.37,173.3,218.07,247.24,20171226
31.3,14.02,31.12,20.54,-7.73,132.3,173.22,218.02,247.22,20171227
31.33,14.0,31.14,21.01,-7.81,132.23,173.14,217.58,247.21,20171228
31.36,13.58,31.17,21.07,-7.88,132.15,173.06,217.53,247.2,20171229
31.4,13.56,31.2,21.14,-7.96,132.08,172.57,217.5,247.19,20171230
31.44,13.55,31.23,21.21,-6.4399999999999995,132.0,172.49,217.46,247.19,20171231
31.49,13.54,31.27,21.28,-6.51,131.52,172.41,217.43,247.19,20180101
31.54,13.54,31.32,21.36,-6.6,131.44,172.33,217.41,247.2,20180102
31.59,13.54,31.37,21.44,-6.68,131.35,172.25,217.38,247.21,20180103
32.05,13.54,31.42,21.53,-6.77,131.26,172.17,217.36,247.22,20180104
32.12,13.55,31.47,22.02,-6.86,131.17,172.09,217.34,247.24,20180105
32.19,13.56,31.54,22.11,-6.95,131.07,172.0,217.33,247.26,20180106
32.26,13.57,32.0,22.2,-5.4399999999999995,130.58,171.52,217.32,247.29,20180107
32.34,13.59,32.07,22.3,-5.53,130.48,171.44,217.31,247.32,20180108
32.42,14.01,32.15,22.4,-5.63,130.38,171.36,217.3,247.35,20180109
32.51,14.04,32.22,22.51,-5.73,130.27,171.28,217.3,247.39,20180110
33.0,14.07,32.31,23.01,-5.82,130.17,171.2,217.3,247.44,20180111
33.1,14.1,32.39,23.12,-5.92,130.06,171.12,217.31,247.48,20180112
33.2,14.14,32.48,23.24,-4.43,129.55,171.04,217.32,247.53,20180113
33.3,14.18,32.58,23.35,-4.53,129.44,170.56,217.33,247.59,20180114
33.41,14.22,33.08,23.47,-4.63,129.33,170.49,217.35,248.05,20180115
33.52,14.27,33.18,23.59,-4.74,129.21,170.41,217.37,248.11,20180116
34.03,14.32,33.29,24.12,-4.85,129.09,170.33,217.39,248.18,20180117
34.15,14.38,33.4,24.24,-4.95,128.58,170.26,217.42,248.25,20180118
34.28,14.44,33.52,24.37,-3.46,128.45,170.18,217.45,248.33,20180119
34.41,14.5,34.04,24.5,-3.57,128.33,170.11,217.49,248.41,20180120
34.54,14.57,34.16,25.03,-3.68,128.21,170.04,217.53,248.49,20180121
35.07,15.04,34.29,25.17,-3.79,128.08,169.57,217.57,248.58,20180122
35.21,15.12,34.42,25.31,-3.9,127.56,169.5,218.02,249.07,20180123
35.35,15.2,34.56,25.45,-2.42,127.43,169.43,218.07,249.16,20180124
35.5,15.28,35.1,25.59,-2.53,127.3,169.36,218.12,249.26,20180125
36.05,15.36,35.24,26.13,-2.64,127.17,169.29,218.18,249.37,20180126
36.2,15.45,35.38,26.28,-2.76,127.04,169.22,218.25,249.47,20180127
36.36,15.55,35.53,26.42,-2.87,126.51,169.16,218.31,249.58,20180128
36.52,16.04,36.09,26.57,-2.99,126.37,169.1,218.39,250.1,20180129
37.08,16.14,36.24,27.12,-1.5,126.24,169.03,218.46,250.22,20180130
37.24,16.25,36.4,27.27,-1.62,126.1,168.57,218.54,250.34,20180131
37.41,16.36,36.56,27.43,-1.73,125.57,168.51,219.02,250.46,20180201
37.59,16.47,37.13,27.58,-1.85,125.43,168.45,219.11,250.59,20180202
38.16,16.58,37.3,28.14,-1.97,125.29,168.4,219.2,251.13,20180203
38.34,17.1,37.47,28.3,-0.48,125.15,168.34,219.3,251.26,20180204
38.52,17.22,38.05,28.45,-0.6,125.01,168.29,219.4,251.4,20180205
39.1,17.34,38.23,29.01,-0.72,124.47,168.23,219.5,251.54,20180206
39.29,17.47,38.41,29.17,-0.83,124.32,168.18,220.01,252.09,20180207
39.48,18.0,38.59,29.34,-0.95,124.18,168.13,220.12,252.24,20180208
40.07,18.13,39.18,29.5,0.53,124.04,168.08,220.24,252.39,20180209
40.26,18.26,39.37,30.06,0.42,123.49,168.03,220.36,252.54,20180210
40.46,18.4,39.56,30.23,0.3,123.34,167.59,220.48,253.1,20180211
41.05,18.54,40.16,30.39,0.18,123.2,167.54,221.01,253.26,20180212
41.25,19.09,40.36,30.56,0.06,123.05,167.5,221.14,253.42,20180213
41.46,19.23,40.56,31.13,0.05,122.5,167.46,221.27,253.59,20180214
42.06,19.38,41.16,31.29,0.17,122.35,167.41,221.41,254.16,20180215
42.27,19.53,41.36,31.46,0.29,122.2,167.37,221.56,254.33,20180216
42.48,20.09,41.57,32.03,0.4,122.05,167.34,222.1,254.51,20180217
43.09,20.24,42.18,32.2,0.52,121.5,167.3,222.26,255.08,20180218
43.3,20.4,42.39,32.37,1.03,121.35,167.26,222.41,255.26,20180219
43.52,20.56,43.0,32.53,1.15,121.2,167.23,222.57,255.44,20180220
44.13,21.12,43.22,33.1,1.26,121.05,167.2,223.13,256.03,20180221
44.35,21.29,43.44,33.27,1.38,120.49,167.17,223.3,256.22,20180222
44.57,21.46,44.06,33.44,1.49,120.34,167.14,223.47,256.4,20180223
45.19,22.03,44.28,34.01,2.0,120.18,167.11,224.04,257.0,20180224
45.41,22.2,44.5,34.18,2.12,120.03,167.08,224.22,257.19,20180225
46.03,22.37,45.12,34.35,2.23,119.47,167.06,224.4,257.38,20180226
46.26,22.54,45.35,34.51,2.34,119.32,167.03,224.58,257.58,20180227
46.49,23.12,45.58,35.08,2.45,119.16,167.01,225.17,258.18,20180228
47.11,23.3,46.2,35.25,2.56,119.0,166.59,225.36,258.38,20180301
47.34,23.48,46.43,35.41,3.07,118.45,166.57,225.56,258.58,20180302
47.57,24.06,47.06,35.58,3.18,118.29,166.55,226.16,259.19,20180303
48.2,24.24,47.3,36.15,3.29,118.13,166.54,226.36,259.39,20180304
48.43,24.42,47.53,36.31,3.4,117.57,166.52,226.56,260.0,20180305
49.06,25.0,48.16,36.48,3.51,117.41,166.5,227.17,260.21,20180306
49.3,25.19,48.4,37.04,4.02,117.25,166.49,227.38,260.42,20180307
49.53,25.38,49.04,37.21,4.13,117.09,166.48,228.0,261.03,20180308
50.16,25.56,49.27,37.37,4.23,116.52,166.47,228.22,261.24,20180309
50.4,26.15,49.51,37.53,4.34,116.36,166.46,228.44,261.46,20180310
51.03,26.34,50.15,38.09,4.45,116.2,166.45,229.06,262.07,20180311
51.27,26.53,50.39,38.25,4.55,116.03,166.44,229.29,262.29,20180312
51.51,27.12,51.03,38.41,5.06,115.47,166.43,229.51,262.5,20180313
52.14,27.31,51.27,38.57,5.16,115.3,166.42,230.15,263.12,20180314
52.38,27.5,51.51,39.13,5.27,115.14,166.42,230.38,263.34,20180315
53.02,28.09,52.15,39.28,5.37,114.57,166.41,231.02,263.55,20180316
53.25,28.28,52.39,39.44,5.47,114.4,166.41,231.25,264.17,20180317
53.49,28.47,53.03,39.59,5.58,114.24,166.4,231.5,264.39,20180318
54.13,29.06,53.27,40.15,6.08,114.07,166.4,232.14,265.01,20180319
54.37,29.25,53.51,40.3,6.18,113.5,166.39,232.38,265.23,20180320
55.0,29.44,54.15,40.45,6.28,113.33,166.39,233.03,265.45,20180321
55.24,30.03,54.4,41.0,6.38,113.15,166.39,233.28,266.07,20180322
55.48,30.22,55.04,41.15,6.48,112.58,166.39,233.53,266.29,20180323
56.11,30.41,55.28,41.3,6.58,112.41,166.39,234.19,266.51,20180324
