altitudeMeridian,altitude_09,altitude_12,altitude_15,altitude_18,azimuth_09,azimuth_12,azimuth_15,azimuth_18,date
37.31,21.14,37.29,23.27,-7.76,131.35,177.42,225.18,254.37,20191111
37.14,21.0,37.12,23.15,-7.68,131.45,177.41,225.06,254.22,20191112
36.58,20.47,36.56,23.03,-7.61,131.54,177.39,224.54,254.08,20191113
36.42,20.33,36.4,22.52,-7.54,132.04,177.38,224.41,253.53,20191114
36.26,20.2,36.24,22.41,-7.47,132.12,177.36,224.29,253.39,20191115
36.11,20.06,36.09,22.3,-9.0,132.21,177.33,224.17,253.25,20191116
35.56,19.53,35.54,22.2,-8.94,132.29,177.31,224.05,253.11,20191117
35.42,19.4,35.39,22.1,-8.88,132.37,177.28,223.53,252.57,20191118
35.27,19.27,35.25,22.0,-8.83,132.44,177.25,223.42,252.44,20191119
35.13,19.15,35.11,21.51,-8.78,132.51,177.22,223.3,252.3,20191120
35.0,19.02,34.57,21.42,-8.73,132.57,177.19,223.18,252.17,20191121
34.47,18.49,34.44,21.34,-8.68,133.03,177.15,223.07,252.04,20191122
34.34,18.37,34.31,21.26,-8.64,133.09,177.11,222.55,251.51,20191123
34.21,18.25,34.18,21.18,-8.61,133.14,177.07,222.44,251.38,20191124
34.09,18.13,34.06,21.11,-8.57,133.19,177.03,222.33,251.26,20191125
33.58,18.01,33.54,21.04,-8.55,133.23,176.58,222.22,251.14,20191126
33.46,17.5,33.43,20.58,-8.52,133.27,176.53,222.11,251.02,20191127
33.35,17.38,33.31,20.51,-8.5,133.31,176.49,222.0,250.5,20191128
33.25,17.27,33.21,20.46,-8.48,133.34,176.44,221.49,250.39,20191129
33.15,17.16,33.1,20.4,-8.46,133.37,176.38,221.39,250.27,20191130
33.05,17.05,33.0,20.36,-8.45,133.39,176.33,221.28,250.16,20191201
32.56,16.55,32.51,20.31,-8.44,133.41,176.27,221.18,250.06,20191202
32.47,16.45,32.42,20.27,-8.44,133.43,176.21,221.08,249.55,20191203
32.38,16.35,32.33,20.23,-8.44,133.44,176.16,220.58,249.45,20191204
32.3,16.25,32.25,20.2,-8.44,133.45,176.09,220.48,249.35,20191205
32.23,16.15,32.17,20.17,-8.45,133.46,176.03,220.38,249.26,20191206
32.16,16.06,32.09,20.15,-8.46,133.46,175.57,220.29,249.16,20191207
32.09,15.57,32.02,20.13,-8.47,133.46,175.5,220.2,249.07,20191208
32.03,15.48,31.56,20.11,-8.48,133.45,175.44,220.11,248.59,20191209
31.57,15.4,31.49,20.1,-8.5,133.44,175.37,220.02,248.51,20191210
31.51,15.32,31.44,20.09,-8.53,133.43,175.3,219.53,248.43,20191211
31.47,15.24,31.38,20.09,-8.55,133.41,175.23,219.45,248.35,20191212
31.42,15.16,31.33,20.09,-8.58,133.39,175.16,219.36,248.28,20191213
31.38,15.09,31.29,20.09,-8.61,133.36,175.09,219.28,248.21,20191214
31.35,15.02,31.25,20.1,-8.65,133.34,175.01,219.2,248.14,20191215
31.32,14.55,31.21,20.11,-8.68,133.3,174.54,219.13,248.08,20191216
31.29,14.49,31.18,20.13,-8.73,133.27,174.46,219.05,248.02,20191217
31.27,14.43,31.15,20.15,-8.77,133.23,174.39,218.58,247.56,20191218
31.25,14.37,31.13,20.18,-8.82,133.19,174.31,218.51,247.51,20191219
31.24,14.32,31.11,20.2,-8.87,133.14,174.23,218.44,247.46,20191220
31.23,14.27,31.1,20.24,-8.92,133.1,174.15,218.38,247.42,20191221
31.23,14.22,31.09,20.27,-8.98,133.04,174.07,218.32,247.38,20191222
31.23,14.18,31.09,20.31,-7.43,132.59,173.59,218.26,247.34,20191223
31.24,14.14,31.09,20.36,-7.5,132.53,173.51,218.2,247.31,20191224
31.25,14.1,31.09,20.41,-7.56,132.47,173.43,218.15,247.28,20191225
31.27,14.07,31.1,20.46,-7.63,132.41,173.35,218.1,247.25,20191226
31.29,14.04,31.12,20.51,-7.69,132.34,173.27,218.05,247.23,20191227
31.31,14.01,31.13,20.57,-7.77,132.27,173.19,218.0,247.22,20191228
31.34,13.59,31.16,21.03,-7.84,132.2,173.1,217.56,247.2,20191229
31.38,13.57,31.19,21.1,-7.91,132.12,173.02,217.52,247.2,20191230
31.42,13.56,31.22,21.17,-7.99,132.04,172.54,217.48,247.19,20191231
31.47,13.55,31.26,21.25,-6.47,131.56,172.46,217.45,247.19,20200101
31.52,13.54,31.3,21.33,-6.56,131.48,172.37,217.42,247.19,20200102
31.57,13.54,31.35,21.41,-6.64,131.39,172.29,217.4,247.2,20200103
32.03,13.54,31.4,21.49,-6.73,131.3,172.21,217.37,247.21,20200104
32.09,13.55,31.45,21.58,-6.81,131.21,172.13,217.35,247.23,20200105
32.16,13.55,31.51,22.07,-6.9,131.12,172.04,217.33,247.25,20200106
32.23,13.57,31.57,22.16,-7.0,131.02,171.56,217.32,247.27,20200107
32.31,13.58,32.04,22.26,-5.49,130.53,171.48,217.31,247.3,20200108
32.39,14.0,32.11,22.36,-5.58,130.43,171.4,217.31,247.33,20200109
32.47,14.03,32.19,22.46,-5.68,130.32,171.32,217.3,247.37,20200110
32.56,14.05,32.27,22.56,-5.78,130.22,171.24,217.3,247.41,20200111
33.05,14.09,32.36,23.07,-5.88,130.11,171.16,217.31,247.46,20200112
33.15,14.12,32.44,23.18,-5.98,130.0,171.08,217.32,247.51,20200113
33.25,14.16,32.54,23.3,-4.48,129.49,171.0,217.33,247.56,20200114
33.36,14.2,33.04,23.42,-4.58,129.38,170.53,217.34,248.02,20200115
33.47,14.25,33.14,23.54,-4.69,129.27,170.45,217.36,248.08,20200116
33.58,14.3,33.24,24.06,-4.79,129.15,170.37,217.38,248.15,20200117
34.1,14.36,33.35,24.18,-4.9,129.03,170.3,217.41,248.22,20200118
34.22,14.41,33.47,24.31,-3.41,128.52,170.22,217.44,248.29,20200119
34.35,14.48,33.58,24.44,-3.52,128.39,170.15,217.47,248.37,20200120
34.48,14.54,34.11,24.57,-3.63,128.27,170.07,217.51,248.45,20200121
35.01,15.01,34.23,25.11,-3.74,128.15,170.0,217.55,248.53,20200122
35.15,15.08,34.36,25.24,-3.85,128.02,169.53,218.0,249.02,20200123
35.29,15.16,34.49,25.38,-3.96,127.49,169.46,218.05,249.12,20200124
35.43,15.24,35.03,25.52,-2.4699999999999998,127.37,169.39,218.1,249.22,20200125
35.58,15.33,35.17,26.06,-2.59,127.24,169.32,218.16,249.32,20200126
36.13,15.41,35.32,26.21,-2.7,127.1,169.26,218.22,249.42,20200127
36.29,15.5,35.46,26.36,-2.82,126.57,169.19,218.28,249.53,20200128
36.44,16.0,36.02,26.5,-2.93,126.44,169.13,218.35,250.04,20200129
37.0,16.1,36.17,27.05,-1.45,126.3,169.06,218.43,250.16,20200130
37.17,16.2,36.33,27.2,-1.56,126.17,169.0,218.5,250.28,20200131
37.34,16.31,36.49,27.36,-1.68,126.03,168.54,218.58,250.4,20200201
37.51,16.41,37.05,27.51,-1.8,125.49,168.48,219.07,250.53,20200202
38.08,16.53,37.22,28.07,-1.91,125.35,168.42,219.16,251.06,20200203
38.26,17.04,37.39,28.22,-0.42999999999999994,125.21,168.36,219.25,251.19,20200204
38.44,17.16,37.57,28.38,-0.55,125.07,168.31,219.35,251.33,20200205
39.02,17.28,38.15,28.54,-0.6599999999999999,124.53,168.26,219.45,251.47,20200206
39.2,17.41,38.33,29.1,-0.78,124.39,168.2,219.56,252.01,20200207
39.39,17.54,38.51,29.26,-0.9,124.25,168.15,220.07,252.16,20200208
39.58,18.07,39.09,29.43,0.59,124.1,168.1,220.18,252.31,20200209
40.17,18.2,39.28,29.59,0.47000000000000003,123.56,168.05,220.3,252.47,20200210
40.37,18.34,39.47,30.15,0.35000000000000003,123.41,168.01,220.42,253.02,20200211
40.56,18.48,40.07,30.32,0.24,123.27,167.56,220.55,253.18,20200212
41.16,19.02,40.26,30.48,0.12,123.12,167.52,221.08,253.34,20200213
41.36,19.16,40.46,31.05,0.0,122.57,167.47,221.21,253.51,20200214
41.57,19.31,41.06,31.22,0.11,122.42,167.43,221.35,254.08,20200215
42.17,19.46,41.27,31.38,0.23,122.27,167.39,221.49,254.25,20200216
42.38,20.01,41.47,31.55,0.35000000000000003,122.12,167.35,222.03,254.42,20200217
42.59,20.17,42.08,32.12,0.46,121.57,167.32,222.18,255.0,20200218
43.2,20.33,42.29,32.29,0.58,121.42,167.28,222.34,255.17,20200219
43.42,20.49,42.51,32.46,1.09,121.27,167.25,222.49,255.36,20200220
44.03,21.05,43.12,33.02,1.21,121.12,167.21,223.05,255.54,20200221
44.25,21.21,43.34,33.19,1.32,120.56,167.18,223.22,256.12,20200222
44.47,21.38,43.55,33.36,1.44,120.41,167.15,223.39,256.31,20200223
45.09,21.55,44.17,33.53,1.55,120.26,167.12,223.56,256.5,20200224
45.31,22.12,44.4,34.1,2.06,120.1,167.09,224.13,257.09,20200225
45.53,22.29,45.02,34.27,2.18,119.55,167.07,224.31,257.29,20200226
46.16,22.46,45.24,34.44,2.29,119.39,167.04,224.5,257.48,20200227
46.38,23.03,45.47,35.01,2.4,119.23,167.02,225.08,258.08,20200228
47.01,23.21,46.1,35.17,2.51,119.08,167.0,225.27,258.28,20200229
47.24,23.39,46.33,35.34,3.02,118.52,166.57,225.46,258.48,20200301
47.47,23.57,46.56,35.51,3.14,118.36,166.55,226.06,259.09,20200302
48.1,24.15,47.19,36.07,3.25,118.2,166.54,226.26,259.29,20200303
48.33,24.33,47.42,36.24,3.35,118.04,166.52,226.46,259.5,20200304
48.56,24.52,48.06,36.4,3.46,117.48,166.5,227.07,260.11,20200305
49.19,25.1,48.29,36.57,3.5700000000000003,117.32,166.49,227.28,260.32,20200306
49.42,25.29,48.53,37.13,4.08,117.16,166.48,227.49,260.53,20200307
50.06,25.47,49.16,37.3,4.19,117.0,166.46,228.11,261.14,20200308
50.29,26.06,49.4,37.46,4.29,116.43,166.45,228.33,261.35,20200309
50.53,26.25,50.04,38.02,4.4,116.27,166.44,228.55,261.57,20200310
51.16,26.44,50.28,38.18,4.51,116.11,166.43,229.18,262.18,20200311
51.4,27.02,50.52,38.34,5.01,115.54,166.43,229.4,262.4,20200312
52.03,27.21,51.16,38.5,5.12,115.38,166.42,230.03,263.01,20200313
52.27,27.4,51.4,39.06,5.22,115.21,166.41,230.27,263.23,20200314
52.51,27.59,52.04,39.21,5.32,115.05,166.41,230.5,263.45,20200315
53.15,28.18,52.28,39.37,5.43,114.48,166.4,231.14,264.07,20200316
53.38,28.38,52.52,39.52,5.53,114.31,166.4,231.38,264.29,20200317
54.02,28.57,53.16,40.08,6.03,114.14,166.39,232.02,264.51,20200318
54.26,29.16,53.4,40.23,6.13,113.57,166.39,232.27,265.13,20200319
54.49,29.35,54.04,40.38,6.24,113.4,166.39,232.51,265.35,20200320
55.13,29.54,54.28,40.53,6.34,113.23,166.39,233.16,265.57,20200321
55.37,30.13,54.53,41.08,6.44,113.06,166.39,233.41,266.19,20200322
56.0,30.32,55.17,41.23,6.54,112.49,166.38,234.07,266.41,20200323
56.24,30.51,55.41,41.38,7.04,112.32,166.38,234.32,267.03,20200324
56.48,31.09,56.05,41.52,7.14,112.14,166.38,234.58,267.25,20200325
57.11,31.28,56.29,42.07,7.24,111.57,166.38,235.24,267.47,20200326
57.35,31.47,56.53,42.21,7.33,111.39,166.38,235.49,268.09,20200327
57.58,32.06,57.17,42.35,7.43,111.22,166.38,236.16,268.31,20200328
58.22,32.24,57.4,42.49,7.53,111.04,166.38,236.42,268.53,20200329
58.45,32.43,58.04,43.03,8.03,110.46,166.38,237.08,269.15,20200330
59.08,33.01,58.28,43.17,8.12,110.28,166.38,237.34,269.36,20200331
59.31,33.19,58.51,43.3,8.22,110.1,166.38,238.01,269.58,20200401
59.54,33.37,59.15,43.44,8.31,109.52,166.38,238.28,270.2,20200402
60.17,33.55,59.38,43.57,8.41,109.34,166.38,238.54,270.41,20200403
60.4,34.13,60.02,44.1,8.5,109.16,166.38,239.21,271.03,20200404
61.03,34.31,60.25,44.23,9.0,108.58,166.37,239.48,271.24,20200405
61.26,34.48,60.48,44.36,9.09,108.4,166.37,240.15,271.46,20200406
61.48,35.06,61.11,44.49,9.19,108.22,166.37,240.41,272.07,20200407
62.11,35.23,61.34,45.02,9.28,108.03,166.36,241.08,272.28,20200408
62.33,35.4,61.56,45.14,9.37,107.45,166.36,241.35,272.49,20200409
62.55,35.57,62.19,45.26,9.47,107.26,166.35,242.02,273.1,20200410
63.17,36.14,62.41,45.38,9.56,107.08,166.34,242.29,273.3,20200411
63.39,36.3,63.04,45.5,10.05,106.49,166.33,242.56,273.51,20200412
64.01,36.47,63.26,46.02,10.14,106.31,166.32,243.22,274.11,20200413
64.23,37.03,63.48,46.14,10.23,106.12,166.31,243.49,274.32,20200414
64.44,37.18,64.09,46.26,10.32,105.53,166.3,244.16,274.52,20200415
65.05,37.34,64.31,46.37,10.41,105.34,166.28,244.42,275.12,20200416
65.26,37.49,64.52,46.49,10.5,105.16,166.26,245.09,275.31,20200417
65.47,38.05,65.13,47.0,10.59,104.57,166.24,245.35,275.51,20200418
66.08,38.2,65.34,47.11,11.08,104.38,166.22,246.01,276.1,20200419
66.29,38.34,65.55,47.22,11.17,104.19,166.2,246.27,276.29,20200420
66.49,38.49,66.16,47.33,11.26,104.0,166.17,246.53,276.48,20200421
67.09,39.03,66.36,47.43,11.35,103.41,166.14,247.19,277.07,20200422
67.29,39.17,66.56,47.54,11.44,103.22,166.1,247.45,277.25,20200423
67.49,39.3,67.16,48.04,11.53,103.03,166.07,248.1,277.43,20200424
68.09,39.44,67.36,48.14,12.02,102.44,166.03,248.35,278.01,20200425
68.28,39.57,67.55,48.25,12.1,102.25,165.59,249.0,278.19,20200426
68.47,40.09,68.15,48.35,12.19,102.06,165.54,249.25,278.37,20200427
69.06,40.22,68.34,48.45,12.28,101.47,165.49,249.5,278.54,20200428
69.25,40.34,68.52,48.54,12.36,101.29,165.44,250.14,279.11,20200429
69.43,40.46,69.11,49.04,12.45,101.1,165.38,250.38,279.28,20200430
70.01,40.58,69.29,49.13,12.53,100.51,165.33,251.02,279.44,20200501
70.19,41.09,69.47,49.23,13.02,100.33,165.26,251.25,280.01,20200502
70.37,41.2,70.04,49.32,13.1,100.14,165.19,251.49,280.17,20200503
70.54,41.31,70.22,49.41,13.19,99.56,165.12,252.12,280.32,20200504
71.12,41.41,70.39,49.5,13.27,99.37,165.05,252.34,280.48,20200505
71.28,41.51,70.55,49.59,13.35,99.19,164.57,252.56,281.03,20200506
71.45,42.01,71.12,50.08,13.43,99.01,164.48,253.18,281.17,20200507
72.01,42.11,71.28,50.16,13.52,98.43,164.4,253.4,281.32,20200508
72.17,42.2,71.44,50.25,14.0,98.25,164.3,254.01,281.46,20200509
72.33,42.29,71.59,50.33,14.08,98.07,164.2,254.22,282.0,20200510
72.48,42.37,72.14,50.42,14.16,97.5,164.1,254.42,282.13,20200511
73.04,42.45,72.29,50.5,14.24,97.32,163.59,255.02,282.27,20200512
73.18,42.53,72.43,50.58,14.32,97.15,163.48,255.22,282.4,20200513
73.33,43.01,72.57,51.06,14.39,96.58,163.36,255.41,282.52,20200514
73.47,43.08,73.11,51.14,14.47,96.41,163.23,256.0,283.04,20200515
74.01,43.15,73.24,51.21,14.55,96.25,163.11,256.18,283.16,20200516
74.15,43.21,73.38,51.29,15.03,96.09,162.57,256.36,283.28,20200517
74.28,43.28,73.5,51.37,15.1,95.52,162.43,256.54,283.39,20200518
74.41,43.34,74.02,51.44,15.18,95.37,162.29,257.11,283.5,20200519
74.53,43.39,74.14,51.51,15.25,95.21,162.14,257.27,284.0,20200520
75.05,43.45,74.26,51.59,15.32,95.06,161.58,257.43,284.1,20200521
75.17,43.5,74.37,52.06,15.39,94.51,161.43,257.59,284.2,20200522
75.29,43.54,74.48,52.13,15.47,94.36,161.26,258.14,284.29,20200523
75.4,43.59,74.58,52.19,15.54,94.21,161.09,258.28,284.38,20200524
75.51,44.03,75.08,52.26,16.0,94.07,160.52,258.42,284.47,20200525
76.01,44.07,75.18,52.33,16.07,93.54,160.35,258.55,284.55,20200526
76.11,44.1,75.27,52.39,16.14,93.4,160.17,259.08,285.03,20200527
76.21,44.13,75.36,52.46,16.21,93.27,159.59,259.21,285.11,20200528
76.3,44.16,75.44,52.52,16.27,93.14,159.4,259.32,285.18,20200529
76.39,44.19,75.52,52.58,16.33,93.02,159.22,259.44,285.25,20200530
76.48,44.21,75.59,53.04,16.4,92.5,159.03,259.54,285.31,20200531
76.56,44.23,76.06,53.1,16.46,92.39,158.44,260.04,285.37,20200601
77.04,44.25,76.13,53.16,16.52,92.27,158.25,260.14,285.43,20200602
77.11,44.27,76.19,53.21,16.57,92.17,158.05,260.23,285.48,20200603
77.18,44.28,76.25,53.27,17.03,92.06,157.46,260.31,285.53,20200604
77.25,44.29,76.31,53.32,17.08,91.57,157.27,260.39,285.57,20200605
77.31,44.3,76.36,53.37,17.14,91.47,157.08,260.46,286.01,20200606
77.37,44.3,76.4,53.42,17.19,91.38,156.49,260.52,286.05,20200607
77.42,44.3,76.44,53.47,17.24,91.3,156.3,260.58,286.08,20200608
77.47,44.3,76.48,53.52,17.29,91.22,156.11,261.03,286.11,20200609
77.52,44.3,76.51,53.57,17.34,91.14,155.52,261.08,286.14,20200610
77.56,44.29,76.54,54.01,17.38,91.07,155.34,261.12,286.16,20200611
78.0,44.29,76.57,54.05,17.42,91.0,155.16,261.15,286.18,20200612
78.03,44.28,76.59,54.09,17.47,90.54,154.59,261.18,286.19,20200613
78.06,44.27,77.01,54.13,17.51,90.49,154.42,261.2,286.2,20200614
78.09,44.25,77.02,54.17,17.54,90.43,154.25,261.21,286.21,20200615
78.11,44.24,77.03,54.21,17.58,90.39,154.09,261.22,286.21,20200616
78.13,44.22,77.03,54.24,18.02,90.35,153.54,261.22,286.21,20200617
78.14,44.2,77.03,54.27,18.05,90.31,153.39,261.22,286.2,20200618
78.15,44.17,77.03,54.31,18.08,90.28,153.25,261.21,286.2,20200619
78.16,44.15,77.02,54.33,18.11,90.25,153.12,261.19,286.18,20200620
78.16,44.12,77.01,54.36,18.13,90.23,153.0,261.17,286.17,20200621
78.16,44.1,77.0,54.39,18.16,90.21,152.48,261.14,286.15,20200622
78.15,44.07,76.58,54.41,18.18,90.2,152.37,261.1,286.12,20200623
78.14,44.04,76.56,54.43,18.2,90.2,152.27,261.06,286.1,20200624
78.12,44.0,76.53,54.45,18.21,90.2,152.18,261.01,286.06,20200625
78.1,43.57,76.5,54.46,18.23,90.2,152.1,260.55,286.03,20200626
78.08,43.53,76.47,54.48,18.24,90.21,152.03,260.49,285.59,20200627
78.05,43.49,76.43,54.49,18.25,90.23,151.57,260.43,285.55,20200628
78.02,43.46,76.39,54.5,18.25,90.25,151.51,260.35,285.51,20200629
77.58,43.41,76.35,54.5,18.26,90.27,151.47,260.28,285.46,20200630
77.54,43.37,76.3,54.51,18.26,90.31,151.44,260.19,285.41,20200701
77.5,43.33,76.25,54.51,18.26,90.34,151.42,260.1,285.35,20200702
77.45,43.29,76.19,54.51,18.25,90.38,151.41,260.01,285.29,20200703
77.4,43.24,76.14,54.5,18.25,90.43,151.4,259.51,285.23,20200704
77.34,43.19,76.07,54.5,18.24,90.48,151.41,259.4,285.17,20200705
77.28,43.14,76.01,54.49,18.23,90.54,151.43,259.29,285.1,20200706
77.22,43.1,75.54,54.48,18.21,91.0,151.46,259.18,285.03,20200707
77.15,43.05,75.47,54.46,18.19,91.07,151.49,259.06,284.56,20200708
77.08,42.59,75.4,54.44,18.17,91.14,151.54,258.53,284.48,20200709
77.0,42.54,75.32,54.42,18.15,91.22,151.59,258.4,284.4,20200710
76.53,42.49,75.24,54.4,18.13,91.3,152.06,258.26,284.32,20200711
76.44,42.43,75.16,54.37,18.1,91.39,152.13,258.12,284.24,20200712
76.36,42.38,75.07,54.34,18.06,91.48,152.21,257.58,284.15,20200713
76.27,42.32,74.59,54.31,18.03,91.58,152.29,257.43,284.06,20200714
76.17,42.26,74.49,54.27,17.59,92.08,152.39,257.28,283.57,20200715
76.07,42.2,74.4,54.23,17.55,92.19,152.49,257.12,283.47,20200716
75.57,42.15,74.3,54.19,17.51,92.3,153.0,256.56,283.37,20200717
75.47,42.08,74.2,54.14,17.46,92.42,153.12,256.4,283.27,20200718
75.36,42.02,74.1,54.09,17.41,92.54,153.24,256.23,283.17,20200719
75.25,41.56,73.59,54.04,17.36,93.06,153.37,256.06,283.06,20200720
75.13,41.5,73.48,53.59,17.3,93.19,153.51,255.49,282.56,20200721
75.01,41.44,73.37,53.53,17.25,93.33,154.05,255.31,282.45,20200722
74.49,41.37,73.25,53.46,17.18,93.47,154.2,255.13,282.33,20200723
74.36,41.31,73.14,53.4,17.12,94.01,154.36,254.55,282.22,20200724
74.23,41.24,73.02,53.33,17.05,94.16,154.52,254.37,282.1,20200725
74.1,41.17,72.49,53.26,16.58,94.31,155.08,254.18,281.59,20200726
73.57,41.11,72.37,53.18,16.51,94.46,155.25,253.59,281.47,20200727
73.43,41.04,72.24,53.1,16.43,95.02,155.42,253.4,281.35,20200728
73.29,40.57,72.11,53.02,16.35,95.19,156.0,253.21,281.22,20200729
73.14,40.5,71.57,52.53,16.27,95.35,156.18,253.02,281.1,20200730
72.59,40.43,71.44,52.44,16.18,95.53,156.36,252.43,280.57,20200731
72.44,40.36,71.3,52.35,16.09,96.1,156.55,252.23,280.44,20200801
72.29,40.29,71.16,52.25,16.0,96.28,157.14,252.03,280.31,20200802
72.13,40.22,71.01,52.15,15.51,96.46,157.34,251.44,280.18,20200803
71.57,40.14,70.47,52.04,15.41,97.05,157.53,251.24,280.05,20200804
71.41,40.07,70.32,51.54,15.31,97.24,158.13,251.04,279.52,20200805
71.25,40.0,70.17,51.43,15.21,97.43,158.33,250.44,279.38,20200806
71.08,39.52,70.01,51.31,15.1,98.03,158.53,250.24,279.25,20200807
70.51,39.45,69.46,51.19,14.59,98.23,159.13,250.04,279.11,20200808
70.34,39.37,69.3,51.07,14.48,98.43,159.34,249.44,278.57,20200809
70.16,39.29,69.14,50.55,14.37,99.03,159.54,249.24,278.43,20200810
69.59,39.21,68.58,50.42,14.25,99.24,160.15,249.04,278.29,20200811
69.41,39.13,68.41,50.29,14.13,99.45,160.35,248.44,278.15,20200812
69.22,39.06,68.24,50.16,14.01,100.07,160.56,248.23,278.0,20200813
69.04,38.57,68.07,50.02,13.48,100.28,161.17,248.03,277.46,20200814
68.45,38.49,67.5,49.49,13.36,100.5,161.37,247.44,277.31,20200815
68.26,38.41,67.32,49.34,13.23,101.12,161.58,247.24,277.17,20200816
68.07,38.33,67.15,49.2,13.09,101.35,162.18,247.04,277.02,20200817
67.48,38.24,66.57,49.05,12.56,101.57,162.39,246.44,276.47,20200818
67.28,38.16,66.39,48.5,12.42,102.2,162.59,246.24,276.33,20200819
67.08,38.07,66.2,48.35,12.28,102.43,163.2,246.05,276.18,20200820
66.48,37.59,66.02,48.19,12.14,103.06,163.4,245.45,276.03,20200821
66.28,37.5,65.43,48.03,12.0,103.3,164.0,245.26,275.48,20200822
66.08,37.41,65.24,47.47,11.45,103.53,164.2,245.07,275.33,20200823
65.48,37.32,65.05,47.3,11.31,104.17,164.41,244.48,275.17,20200824
65.27,37.23,64.46,47.14,11.16,104.41,165.0,244.29,275.02,20200825
65.06,37.14,64.26,46.57,11.01,105.05,165.2,244.1,274.47,20200826
64.45,37.05,64.07,46.4,10.45,105.3,165.4,243.51,274.32,20200827
64.24,36.56,63.47,46.22,10.3,105.54,165.59,243.32,274.16,20200828
64.03,36.47,63.27,46.05,10.14,106.18,166.19,243.14,274.01,20200829
63.41,36.37,63.07,45.47,9.58,106.43,166.38,242.55,273.46,20200830
63.2,36.28,62.46,45.29,9.42,107.08,166.57,242.37,273.3,20200831
62.58,36.18,62.26,45.1,9.26,107.33,167.16,242.19,273.15,20200901
62.36,36.08,62.05,44.52,9.09,107.58,167.34,242.01,272.59,20200902
62.14,35.58,61.44,44.33,8.53,108.23,167.52,241.43,272.44,20200903
61.52,35.48,61.23,44.14,8.36,108.48,168.11,241.26,272.28,20200904
